date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
12:27:54	2935/2935	---MCZ	404	error ('Not%20Found')	text/html	date:Tue,%2028%20Dec%202021%2010:27:53%20GMT	https://pavlolevchukknm201.wixsite.com/45242c23.min.css	D:/work/kursa4/pavlolevchukknm201.wixsite.com/45242c23.min.css	(from https://pavlolevchukknm201.wixsite.com/website)
12:27:54	2935/2935	---MCZ	404	error ('Not%20Found')	text/html	date:Tue,%2028%20Dec%202021%2010:27:53%20GMT	https://pavlolevchukknm201.wixsite.com/0efca64c.min.css	D:/work/kursa4/pavlolevchukknm201.wixsite.com/0efca64c.min.css	(from https://pavlolevchukknm201.wixsite.com/website)
12:27:54	2935/2935	---MCZ	404	error ('Not%20Found')	text/html	date:Tue,%2028%20Dec%202021%2010:27:54%20GMT	https://pavlolevchukknm201.wixsite.com/42ccdc69.min.css	D:/work/kursa4/pavlolevchukknm201.wixsite.com/42ccdc69.min.css	(from https://pavlolevchukknm201.wixsite.com/website)
12:27:54	2935/2935	---MCZ	404	error ('Not%20Found')	text/html	date:Tue,%2028%20Dec%202021%2010:27:54%20GMT	https://pavlolevchukknm201.wixsite.com/4ea3b970.min.css	D:/work/kursa4/pavlolevchukknm201.wixsite.com/4ea3b970.min.css	(from https://pavlolevchukknm201.wixsite.com/website)
12:27:55	2935/2935	---MCZ	404	error ('Not%20Found')	text/html	date:Tue,%2028%20Dec%202021%2010:27:54%20GMT	https://pavlolevchukknm201.wixsite.com/0ee85551.min.css	D:/work/kursa4/pavlolevchukknm201.wixsite.com/0ee85551.min.css	(from https://pavlolevchukknm201.wixsite.com/website)
12:27:55	2935/2935	---MCZ	404	error ('Not%20Found')	text/html	date:Tue,%2028%20Dec%202021%2010:27:55%20GMT	https://pavlolevchukknm201.wixsite.com/085f85ee.min.css	D:/work/kursa4/pavlolevchukknm201.wixsite.com/085f85ee.min.css	(from https://pavlolevchukknm201.wixsite.com/website)
12:27:55	2935/2935	---MCZ	404	error ('Not%20Found')	text/html	date:Tue,%2028%20Dec%202021%2010:27:55%20GMT	https://pavlolevchukknm201.wixsite.com/fc21aae5.min.css	D:/work/kursa4/pavlolevchukknm201.wixsite.com/fc21aae5.min.css	(from https://pavlolevchukknm201.wixsite.com/website)
12:27:56	2935/2935	---MCZ	404	error ('Not%20Found')	text/html	date:Tue,%2028%20Dec%202021%2010:27:55%20GMT	https://pavlolevchukknm201.wixsite.com/641eb53d.min.css	D:/work/kursa4/pavlolevchukknm201.wixsite.com/641eb53d.min.css	(from https://pavlolevchukknm201.wixsite.com/website)
12:27:56	2935/2935	---MCZ	404	error ('Not%20Found')	text/html	date:Tue,%2028%20Dec%202021%2010:27:55%20GMT	https://pavlolevchukknm201.wixsite.com/cabcae51.min.css	D:/work/kursa4/pavlolevchukknm201.wixsite.com/cabcae51.min.css	(from https://pavlolevchukknm201.wixsite.com/website)
12:27:56	2935/2935	---MCZ	404	error ('Not%20Found')	text/html	date:Tue,%2028%20Dec%202021%2010:27:56%20GMT	https://pavlolevchukknm201.wixsite.com/b66c178d.min.css	D:/work/kursa4/pavlolevchukknm201.wixsite.com/b66c178d.min.css	(from https://pavlolevchukknm201.wixsite.com/website)
